emp_length,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,application_type,loan_amount,term,interest_rate,installment,grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
3.0,1,75200.0,1,8.87,90000.0,1,21.42,0,25.0,2004,2,12,9,66906,16146,0,0,34.0,0,0,2,4,4.0,9,0.0,0,5,43600,10,7,5,0,100.0,0,0,0,1200,36,6.72,36.9,0,1,0,1,0,1078.26,147.15,121.74,25.41,0.0
3.0,0,96000.0,0,21.75,90000.0,1,21.42,0,68.0,2005,1,25,10,360295,75855,0,0,34.0,0,0,3,2,11.0,8,0.0,0,4,36500,7,4,3,2,92.0,0,0,0,35000,36,14.08,1197.58,2,2,0,0,0,31796.51,4762.94,3203.49,1559.45,0.0
6.0,0,40000.0,2,3.18,90000.0,1,21.42,1,22.0,2012,1,7,5,137309,4169,0,0,34.0,0,0,0,2,0.0,5,0.0,0,3,6700,5,4,3,1,85.7,0,0,0,6000,36,11.99,199.26,1,2,0,0,0,5289.38,978.32,710.62,267.7,0.0
10.0,0,77000.0,1,10.98,90000.0,1,21.42,0,62.0,2000,0,24,13,116318,11730,0,0,34.0,0,0,2,1,15.0,13,0.0,0,4,11700,14,9,7,2,95.8,0,0,0,10000,36,5.31,301.11,0,0,0,0,0,9226.01,897.43,773.99,123.44,0.0
10.0,1,130000.0,0,7.72,90000.0,1,21.42,1,19.0,2005,13,21,9,44991,30255,0,0,19.0,0,0,1,7,0.0,9,0.0,0,3,2600,10,8,5,1,85.7,0,0,0,20000,60,23.87,573.86,4,1,0,0,0,19274.6,2242.4,725.4,1517.0,0.0
2.0,2,103000.0,1,20.48,90000.0,1,21.42,0,62.0,2005,2,23,14,150027,100280,0,0,34.0,0,0,8,5,8.0,14,0.0,0,3,25700,8,5,4,2,91.3,0,0,0,20000,36,9.43,640.01,1,0,0,0,0,18540.06,1909.55,1459.94,449.61,0.0
10.0,0,72000.0,2,17.18,90000.0,1,21.42,0,49.0,1987,0,49,32,144500,31210,0,0,68.0,0,448,0,4,1.0,32,0.0,0,6,42900,44,31,14,3,91.8,0,0,0,25000,36,6.72,768.74,0,1,0,0,1,22463.84,3056.29,2536.16,520.13,0.0
9.0,1,68000.0,0,26.1,90000.0,1,21.42,1,10.0,2001,0,32,8,152375,122638,0,0,34.0,0,0,3,0,1.0,8,0.0,0,4,42500,12,5,4,0,92.6,0,0,0,35000,60,19.03,908.5,3,2,0,0,0,33175.76,4524.0,1824.24,2699.76,0.0
10.0,0,112000.0,2,24.81,90000.0,1,21.42,0,25.0,1997,2,27,13,451795,118963,0,0,34.0,0,0,3,4,3.0,13,0.0,0,3,40900,16,9,6,4,100.0,0,0,0,6000,36,11.99,199.26,1,2,0,1,0,5434.35,821.02,565.65,255.37,0.0
6.0,1,86845.0,2,17.37,90000.0,1,21.42,0,63.0,2008,2,24,16,81769,43629,0,0,63.0,0,0,1,9,7.0,16,0.0,0,7,34900,17,15,14,0,95.8,0,0,0,20000,60,21.45,546.15,3,2,0,0,0,9324.93,12060.77,10675.07,1385.7,0.0
8.0,0,85000.0,2,7.65,90000.0,1,21.42,0,25.0,2010,2,32,23,612328,74578,0,0,34.0,0,0,16,11,9.0,23,0.0,0,3,24800,9,5,4,5,100.0,0,0,0,16000,36,6.08,487.34,0,1,0,0,0,14362.51,1943.96,1637.49,306.47,0.0
1.0,2,109500.0,2,20.1,90000.0,1,21.42,1,18.0,2002,8,25,17,464098,158933,0,1,63.0,0,981,11,7,1.0,17,0.0,0,2,5800,7,5,2,2,80.0,0,1,0,35000,36,11.98,1162.17,1,1,0,0,0,32537.32,3463.22,2462.68,1000.54,0.0
1.0,0,40000.0,2,20.25,90000.0,1,21.42,0,58.0,1999,1,13,3,26663,22523,0,0,66.0,0,0,0,2,11.0,3,0.0,0,1,5000,8,2,1,3,69.2,0,0,0,10000,36,9.43,320.01,1,0,0,0,0,9515.25,634.78,484.75,150.03,0.0
10.0,0,230000.0,1,4.93,90000.0,1,21.42,0,25.0,1989,0,41,13,184317,19662,0,0,34.0,0,0,1,1,1.0,13,0.0,0,5,65300,30,11,5,4,100.0,0,0,0,40000,36,5.32,1204.6,0,1,0,0,0,35863.53,4806.58,4136.47,670.11,0.0
5.0,1,17000.0,2,62.57,69000.0,2,18.09,0,24.0,2006,0,14,10,45917,17475,0,0,34.0,0,0,2,3,1.0,10,0.0,0,4,17300,12,8,6,0,85.7,0,0,1,3000,36,10.9,98.08,1,0,0,0,0,2785.57,292.42,214.43,77.99,0.0
10.0,0,33024.0,1,28.82,78368.0,1,13.03,2,18.0,1996,2,22,6,252212,24861,0,0,34.0,0,0,1,2,3.0,6,0.0,0,1,10200,14,2,2,2,81.8,0,0,1,1800,36,7.34,55.86,0,0,0,0,0,1664.63,166.11,135.37,30.74,0.0
10.0,0,35000.0,2,4.84,90000.0,1,21.42,0,25.0,1995,0,6,4,20500,5223,0,1,34.0,0,0,0,4,22.0,4,0.0,0,4,20500,6,4,4,0,100.0,0,1,0,6000,36,10.9,196.15,1,0,0,0,0,5571.18,584.82,428.82,156.0,0.0
2.0,1,42000.0,0,26.69,90000.0,1,21.42,0,25.0,2011,0,17,14,45390,27333,0,0,34.0,0,0,7,3,18.0,14,0.0,0,3,6800,10,7,6,0,100.0,0,0,0,9000,36,6.72,276.75,0,2,0,0,1,7855.5,1380.39,1144.5,235.89,0.0
10.0,0,74000.0,0,22.65,90000.0,1,21.42,0,25.0,2003,9,37,15,361341,50844,0,1,34.0,0,0,4,13,5.0,15,0.0,0,3,36100,17,10,3,5,100.0,0,1,0,19600,60,10.42,420.51,1,1,0,0,0,18585.61,1630.99,1014.39,616.6,0.0
4.0,1,30000.0,2,34.72,90000.0,1,21.42,0,25.0,2012,2,13,6,45429,15189,0,0,34.0,0,0,2,3,2.0,6,0.0,0,2,16000,7,4,2,0,100.0,0,0,0,3000,36,10.9,98.08,1,0,0,0,0,2857.7,192.53,142.3,50.23,0.0
10.0,2,42000.0,0,8.94,127000.0,0,8.75,2,10.0,2000,1,13,8,429300,9266,0,0,34.0,0,0,0,5,10.0,8,0.0,0,4,11200,9,7,5,2,76.9,0,0,1,36000,60,17.47,903.82,3,0,1,0,0,0.0,36938.58899,36000.0,938.59,0.0
10.0,1,68000.0,2,18.99,90000.0,1,21.42,0,25.0,1971,1,14,5,44050,34712,0,1,34.0,0,0,2,3,3.0,5,0.0,0,2,16000,10,3,2,1,100.0,0,1,0,7200,36,16.01,253.17,2,0,0,0,0,6722.35,753.11,477.65,275.46,0.0
10.0,1,63000.0,1,5.31,90000.0,1,21.42,0,29.0,2002,1,21,8,14203,5010,0,0,29.0,0,0,1,5,10.0,8,0.0,0,1,2300,12,7,4,2,90.5,0,0,0,5000,36,11.99,166.05,1,1,0,1,0,4528.63,660.87,471.37,189.5,0.0
4.0,0,60000.0,2,7.46,90000.0,1,21.42,0,25.0,2012,0,12,7,28125,18720,0,1,34.0,0,0,1,5,1.0,7,0.0,0,3,9600,8,6,3,0,100.0,0,1,0,12000,60,26.3,361.42,4,2,0,0,0,11485.85,1772.03,514.15,1257.88,0.0
10.0,2,65000.0,1,26.4,90000.0,1,21.42,0,25.0,1997,0,24,10,381462,46394,0,0,34.0,0,0,3,0,1.0,10,0.0,0,3,42700,15,6,3,2,100.0,0,0,0,18000,60,9.44,377.51,1,2,0,0,0,16801.75,1878.11,1198.25,679.86,0.0
4.0,0,55000.0,0,43.95,122500.0,0,21.13,0,25.0,2003,3,43,25,494797,123409,0,0,34.0,0,0,11,6,2.0,25,0.0,0,6,42300,18,13,9,3,100.0,0,0,1,30000,60,10.42,643.63,1,2,0,0,0,28050.78,3073.88,1949.22,1124.66,0.0
10.0,1,70000.0,2,5.25,90000.0,1,21.42,0,53.0,2009,8,29,21,72500,22223,0,0,53.0,0,0,1,15,0.0,21,0.0,0,7,27400,25,20,12,0,96.6,0,0,0,22000,60,11.98,489.16,1,0,0,0,0,21458.26,949.04,541.74,407.3,0.0
0.0,0,80000.0,0,15.81,90000.0,1,21.42,0,25.0,2006,1,22,16,58670,26526,0,1,34.0,0,0,3,3,12.0,16,0.0,0,4,20200,15,13,6,0,100.0,0,1,0,8000,36,7.96,250.55,0,0,0,0,0,7603.72,497.56,396.28,101.28,0.0
3.0,1,62000.0,1,6.02,90000.0,1,21.42,1,10.0,2008,0,5,4,29100,12253,0,0,34.0,0,0,0,3,21.0,4,0.0,0,3,29100,5,4,3,0,80.0,0,0,0,7000,36,11.98,232.44,1,0,0,0,0,6507.45,692.66,492.55,200.11,0.0
10.0,0,84000.0,2,15.13,90000.0,1,21.42,0,66.0,2000,2,15,9,292179,31365,0,0,66.0,0,0,1,4,3.0,9,0.0,0,6,19500,9,7,7,3,78.6,0,0,0,25000,36,5.32,752.87,0,2,0,0,1,21761.23,3749.57,3238.77,510.8,0.0
1.0,0,32000.0,1,20.07,167000.0,1,18.05,0,25.0,2006,0,33,15,295000,30703,0,0,34.0,0,0,0,2,1.0,15,0.0,0,5,81200,26,14,5,3,100.0,0,0,1,35000,36,6.72,1076.23,0,2,0,0,0,30549.28,5368.08,4450.72,917.36,0.0
10.0,2,255000.0,2,0.69,342000.0,2,2.98,0,25.0,2000,4,33,3,234000,14676,0,1,34.0,0,0,0,5,11.0,3,0.0,0,1,29000,11,2,1,3,100.0,0,1,1,13500,36,9.44,432.07,1,1,0,0,0,12181.06,1721.2,1318.94,402.26,0.0
4.0,0,70000.0,2,15.74,90000.0,1,21.42,0,25.0,2002,1,16,11,260208,29352,0,0,34.0,0,0,2,4,10.0,11,0.0,0,5,20500,9,7,6,2,100.0,0,0,0,20000,36,6.07,609.08,0,0,0,0,0,18468.54,1820.5,1531.46,289.04,0.0
0.0,1,30000.0,2,28.68,90000.0,1,21.42,0,25.0,2014,9,6,5,45715,40961,0,0,34.0,0,0,1,5,1.0,5,0.0,0,2,5000,4,4,4,0,100.0,0,0,0,5000,36,21.45,189.54,3,1,0,1,0,4588.47,746.24,411.53,334.71,0.0
10.0,0,54000.0,0,25.0,90000.0,1,21.42,0,25.0,2004,1,24,9,227200,25341,0,0,34.0,0,0,1,0,6.0,9,0.0,0,3,59600,16,7,3,3,100.0,0,0,0,30000,36,12.62,1005.34,2,2,0,0,0,26477.48,4984.63,3522.52,1462.11,0.0
6.0,1,60000.0,2,24.58,90000.0,1,21.42,2,18.0,2001,5,26,19,68420,31706,0,0,23.0,0,0,2,10,4.0,19,0.0,0,9,30400,24,17,13,0,92.3,0,0,0,16000,36,13.58,543.59,2,0,0,1,0,14900.08,1618.7,1099.92,518.78,0.0
10.0,2,21600.0,0,34.28,90000.0,1,21.42,0,25.0,2012,1,7,4,39238,17236,0,0,34.0,0,0,2,0,8.0,4,0.0,0,1,2000,3,2,1,0,100.0,0,0,0,10500,60,25.82,313.26,4,2,3,0,0,10323.45,596.4,176.55,419.85,0.0
5.930306000217794,0,20000.0,1,6.72,37000.0,1,4.44,0,81.0,1999,2,22,9,164860,1272,0,0,34.0,0,0,0,4,8.0,9,0.0,0,3,31800,11,8,4,5,95.5,0,0,1,3350,36,5.31,100.87,0,0,0,0,0,3090.72,300.63,259.28,41.35,0.0
6.0,0,120000.0,2,4.32,90000.0,1,21.42,0,28.0,1978,5,6,5,301100,20814,0,0,34.0,0,0,0,3,0.0,5,0.0,0,3,19300,4,4,4,2,83.3,0,0,0,40000,60,15.04,952.44,2,1,1,0,0,0.0,40167.11333,40000.0,167.11,0.0
3.0,1,125000.0,1,7.83,90000.0,1,21.42,0,36.0,2000,2,32,7,58075,29607,0,0,63.0,0,0,2,8,10.0,7,0.0,0,2,16500,20,5,2,0,83.9,0,0,0,10000,36,6.08,304.59,0,1,0,0,0,2056.7,8096.25,7943.3,152.95,0.0
10.0,0,220000.0,1,11.4,90000.0,1,21.42,0,25.0,1994,3,50,20,351511,65372,0,0,34.0,0,0,1,7,8.0,20,0.0,0,4,39600,30,16,9,5,100.0,0,0,0,40000,36,10.42,1298.59,1,1,0,0,0,36145.12,5229.09,3854.88,1374.21,0.0
10.0,2,60000.0,2,10.08,98000.0,1,31.94,0,30.0,1991,2,25,12,172887,21306,0,0,34.0,0,0,2,5,4.0,12,0.0,0,3,63400,10,8,4,5,91.7,0,0,1,18000,36,6.72,553.49,0,2,0,0,0,15711.05,2759.97,2288.95,471.02,0.0
10.0,0,80000.0,1,25.02,90000.0,1,21.42,0,25.0,1997,2,14,5,83866,70132,0,0,34.0,0,0,2,3,3.0,5,0.0,0,2,15600,4,3,2,1,100.0,0,0,0,25000,60,16.02,608.22,2,1,0,0,0,23879.94,2388.38,1120.06,1268.32,0.0
6.0,1,56000.0,2,24.86,90000.0,1,21.42,1,18.0,2000,1,46,24,166687,194651,0,0,112.0,0,0,15,1,11.0,24,0.0,0,6,15400,15,9,9,0,95.6,0,0,0,24000,60,22.9,675.2,4,0,0,0,1,23335.89,1995.07,664.11,1330.96,0.0
10.0,0,72000.0,2,4.53,90000.0,1,21.42,1,10.0,2000,0,11,3,332152,8175,0,0,67.0,0,0,0,1,19.0,3,0.0,0,1,8500,4,1,1,3,72.7,0,0,0,15000,60,15.04,357.17,2,0,0,0,0,14486.1,1058.98,513.9,545.08,0.0
3.0,1,50000.0,2,1.94,90000.0,1,21.42,0,71.0,1998,5,14,5,10900,2937,0,0,34.0,0,0,0,8,3.0,5,0.0,0,3,8800,9,5,3,0,92.9,0,0,0,10000,36,10.41,324.61,1,0,0,0,0,9280.21,968.05,719.79,248.26,0.0
10.0,0,58000.0,2,29.26,90000.0,1,21.42,4,6.0,1996,2,27,7,165773,20686,0,0,16.0,0,94,3,2,4.0,7,0.0,0,1,3000,13,3,3,2,63.0,0,0,0,1000,36,9.93,32.24,1,2,0,1,0,878.18,160.65,121.82,38.83,0.0
10.0,0,123973.0,1,6.16,90000.0,1,21.42,0,25.0,2007,1,12,11,338301,22895,0,0,34.0,0,0,1,6,12.0,11,0.0,0,7,30000,9,9,7,1,100.0,0,0,0,27000,60,15.05,643.04,2,2,0,0,0,25439.26,3192.62,1560.74,1631.88,0.0
7.0,0,100000.0,2,9.52,90000.0,1,21.42,1,11.0,2005,1,34,7,254999,18959,0,0,34.0,0,220,3,6,8.0,7,0.0,0,3,4700,3,3,3,4,91.2,0,0,0,16000,60,16.02,389.26,2,2,0,0,0,15097.93,1910.7,902.07,1008.63,0.0
10.0,1,112000.0,2,34.31,90000.0,1,21.42,0,25.0,1999,0,21,13,167640,117472,0,0,34.0,0,0,7,2,1.0,13,0.0,0,5,43800,13,6,5,0,100.0,0,0,0,25000,36,26.77,1017.55,4,0,0,1,0,23589.47,2978.29,1410.53,1567.76,0.0
0.0,0,60000.0,2,13.38,90000.0,1,21.42,1,3.0,2004,1,27,12,154182,10885,0,0,3.0,0,0,0,1,7.0,12,0.0,0,4,10300,20,11,6,3,85.2,0,0,0,10000,36,12.62,335.12,2,2,0,0,0,8825.79,1668.59,1174.21,494.38,0.0
10.0,0,72000.0,1,13.85,90000.0,1,21.42,0,25.0,2008,0,14,9,199900,27036,0,0,34.0,0,0,1,0,1.0,9,0.0,0,2,34400,8,7,2,4,100.0,0,0,0,33400,60,13.58,769.91,2,0,0,0,0,32611.7,1489.42,788.3,701.12,0.0
6.0,2,106000.0,0,23.54,90000.0,1,21.42,0,25.0,1967,1,20,12,157999,64416,0,0,34.0,0,0,2,3,11.0,12,0.0,0,5,91400,13,10,6,1,100.0,0,0,0,36000,60,9.44,755.02,1,2,0,0,0,34090.33,3001.2,1909.67,1091.53,0.0
1.0,1,28000.0,2,10.24,73000.0,2,11.7,0,25.0,2008,0,13,3,9700,8408,0,0,34.0,0,0,0,1,1.0,3,0.0,0,2,6500,3,3,3,0,100.0,0,0,1,11500,36,10.42,373.35,1,1,0,1,0,10391.7,1476.76,1108.3,368.46,0.0
7.0,0,93000.0,1,24.75,90000.0,1,21.42,0,25.0,1994,2,46,22,798310,74053,0,0,34.0,0,0,2,8,9.0,22,0.0,0,6,210500,29,17,8,9,100.0,0,0,0,15000,60,10.9,325.39,1,0,0,0,0,14427.41,958.0,572.59,385.41,0.0
3.0,1,42000.0,2,26.09,90000.0,1,21.42,0,25.0,2010,1,11,8,47742,40457,0,0,34.0,0,0,3,2,3.0,8,0.0,0,4,11200,8,5,5,0,100.0,0,0,0,5000,36,11.99,166.05,1,1,0,1,0,4528.63,660.87,471.37,189.5,0.0
3.0,1,65000.0,2,8.02,90000.0,1,21.42,0,25.0,2011,1,11,5,22534,6440,0,0,34.0,0,0,0,4,11.0,5,0.0,0,2,9500,6,3,2,0,100.0,0,0,0,20000,36,9.44,640.1,1,2,0,0,0,17547.89,3190.01,2452.11,737.9,0.0
10.0,0,58000.0,2,25.74,90000.0,1,21.42,0,25.0,2002,1,29,12,196101,51564,0,0,34.0,0,0,4,5,3.0,12,0.0,0,3,26300,11,7,5,2,100.0,0,0,0,6000,36,9.93,193.41,1,1,0,0,0,5417.78,770.33,582.22,188.11,0.0
5.0,0,60000.0,0,23.7,72000.0,0,22.17,0,25.0,2002,2,18,11,116628,59004,0,0,34.0,0,0,4,5,9.0,11,0.0,0,4,14000,9,6,4,3,100.0,0,0,1,21600,60,14.08,503.5,2,2,0,0,0,20320.01,2500.6,1279.99,1220.61,0.0
1.0,1,60000.0,2,9.8,90000.0,1,21.42,0,25.0,2013,1,6,4,40059,30191,0,0,34.0,0,0,1,3,12.0,4,0.0,0,1,6500,4,3,1,0,100.0,0,0,0,10000,36,11.98,332.05,1,0,0,0,0,9296.37,982.84,703.63,279.21,0.0
10.0,2,34000.0,2,70.21,184000.0,2,22.96,0,25.0,1994,1,11,6,82700,77049,0,0,34.0,0,0,2,2,12.0,6,0.0,0,3,57700,5,4,4,0,100.0,0,0,1,40000,60,11.99,889.58,1,2,0,0,0,37500.99,4421.26,2499.01,1922.25,0.0
7.0,0,65000.0,0,31.06,90000.0,1,21.42,0,25.0,2006,1,11,7,266188,39688,0,1,34.0,0,64,3,4,8.0,7,0.0,0,1,3300,5,3,3,1,100.0,1,0,0,8400,36,16.02,295.41,2,1,0,1,0,7652.11,1166.69,747.89,418.8,0.0
10.0,2,96000.0,1,20.94,90000.0,1,21.42,0,25.0,2000,13,37,19,340085,65550,0,0,34.0,0,0,3,9,8.0,19,0.0,0,8,94800,26,15,13,1,100.0,0,0,0,28000,36,9.43,896.01,1,0,0,0,1,25956.09,2717.37,2043.91,673.46,0.0
10.0,0,205000.0,1,13.59,90000.0,1,21.42,0,29.0,1999,4,27,18,446549,72205,0,0,34.0,0,0,4,7,9.0,18,0.0,0,6,68900,14,13,10,4,92.6,0,0,0,18000,36,5.31,541.99,0,1,0,0,0,16138.33,2157.34,1861.67,295.67,0.0
7.0,0,92879.0,1,10.92,90000.0,1,21.42,0,38.0,2002,1,35,6,376069,66770,0,0,34.0,0,0,2,3,10.0,6,0.0,0,3,13300,8,3,3,2,94.3,0,0,0,10000,36,9.93,322.35,1,1,0,0,0,9029.64,1278.37,970.36,308.01,0.0
4.0,2,75000.0,2,20.9,90000.0,1,21.42,0,25.0,2012,4,26,19,126100,60258,0,0,34.0,0,0,0,6,2.0,19,0.0,0,10,109300,24,19,11,0,100.0,0,0,0,25000,60,15.05,595.41,2,2,0,0,1,23554.86,2935.24,1445.14,1490.1,0.0
2.0,0,52000.0,1,12.81,90000.0,1,21.42,0,69.0,2006,1,13,5,218517,29161,0,0,69.0,0,0,1,4,2.0,5,0.0,0,2,8800,6,3,3,3,92.3,0,0,0,7000,36,9.43,224.01,1,0,0,0,0,6489.0,664.7,511.0,153.7,0.0
7.0,0,67000.0,1,37.5,90000.0,1,21.42,0,25.0,2001,0,19,8,325986,130650,0,0,34.0,0,0,2,1,1.0,8,0.0,0,2,20000,9,4,3,1,100.0,0,0,0,7500,36,16.02,263.76,2,1,0,1,0,6832.24,1048.36,667.76,380.6,0.0
10.0,0,100000.0,2,21.8,90000.0,1,21.42,0,42.0,1977,2,26,18,312589,49224,0,0,34.0,0,0,1,2,4.0,18,0.0,0,8,35600,22,16,12,2,92.3,0,0,0,21000,60,15.04,500.03,2,0,0,0,0,20280.57,1465.0,719.43,745.57,0.0
2.0,1,35000.0,2,18.4,50000.0,2,12.87,0,25.0,2007,4,17,13,59575,17531,0,0,34.0,0,0,2,8,1.0,13,0.0,0,8,44800,14,11,9,0,94.1,0,0,1,2600,36,9.93,83.81,1,2,0,1,0,2190.36,507.62,409.64,97.98,0.0
7.0,0,120000.0,2,22.52,90000.0,1,21.42,0,25.0,2006,1,23,13,308813,110441,0,1,34.0,0,0,3,10,2.0,13,0.0,0,3,31500,9,9,5,1,100.0,0,1,0,8000,36,14.08,273.74,2,1,0,1,0,7267.74,1088.7,732.26,356.44,0.0
4.0,0,157000.0,2,12.64,90000.0,1,21.42,0,25.0,2006,6,49,26,189856,107464,0,0,34.0,0,0,5,10,1.0,26,0.0,0,3,30400,28,21,9,3,100.0,0,0,0,22000,60,7.35,439.27,0,1,0,0,0,20770.68,1748.1,1229.32,518.78,0.0
10.0,0,54000.0,1,17.27,90000.0,1,21.42,0,25.0,2000,1,40,16,275062,20031,0,0,34.0,0,0,2,5,11.0,16,0.0,0,5,70000,23,13,9,4,100.0,0,0,0,9000,36,5.32,271.04,0,1,0,1,0,8303.5,817.11,696.5,120.61,0.0
4.0,0,70000.0,0,31.92,90000.0,1,21.42,0,25.0,2009,0,21,18,330527,76873,0,0,34.0,0,0,3,3,21.0,16,0.0,0,6,25600,13,11,11,1,100.0,0,0,0,17650,60,20.0,467.62,3,1,0,1,0,16938.64,1939.13,711.36,1227.77,0.0
0.0,1,10000.0,0,0.0,90000.0,1,21.42,0,25.0,2004,0,2,2,8900,0,0,0,34.0,0,0,0,1,1.0,2,0.0,0,0,8600,2,2,0,0,100.0,0,0,0,1800,36,10.42,58.44,1,2,0,0,0,1626.52,232.72,173.48,59.24,0.0
10.0,0,100000.0,1,12.6,90000.0,1,21.42,0,25.0,2003,0,25,15,310953,45350,0,0,34.0,0,0,4,1,1.0,15,0.0,0,6,53000,15,10,7,3,100.0,0,0,0,8000,36,6.08,243.67,0,2,0,0,0,6973.97,1215.65,1026.03,189.62,0.0
5.0,1,54000.0,1,23.16,90000.0,1,21.42,0,25.0,1982,1,25,17,149089,18672,0,0,34.0,0,0,2,3,8.0,17,0.0,0,5,107200,21,15,7,0,100.0,0,0,0,10000,36,5.32,301.15,0,2,0,0,0,8704.48,1502.79,1295.52,207.27,0.0
10.0,0,61880.0,2,17.24,90000.0,1,21.42,3,15.0,2004,3,33,12,142335,30270,0,0,50.0,0,0,2,4,6.0,12,0.0,0,2,6900,25,9,3,4,78.1,0,0,0,10000,36,9.92,322.3,1,0,0,0,0,9518.75,633.58,481.25,152.33,0.0
3.0,0,33134.4,0,31.4,89017.48,0,13.88,0,25.0,1997,2,16,10,167816,48950,0,1,34.0,0,0,1,7,6.0,10,0.0,0,2,14400,12,8,6,1,100.0,0,1,1,25000,60,14.07,582.62,2,0,0,0,0,24121.29,1728.32,878.71,849.61,0.0
5.0,2,60000.0,0,36.28,112000.0,0,26.23,0,74.0,2006,4,25,15,171455,133484,0,0,74.0,0,2335,8,5,0.0,15,0.0,0,3,17600,8,7,5,0,88.0,0,0,1,40000,36,9.93,1289.38,1,2,0,0,0,36118.63,5135.45,3881.37,1254.08,0.0
2.0,0,70000.0,2,13.27,90000.0,1,21.42,0,25.0,2004,1,10,9,212100,32543,0,0,34.0,0,0,0,1,5.0,9,0.0,0,6,45500,9,8,6,1,100.0,0,0,0,30000,36,6.72,922.48,0,2,0,0,1,26185.11,4584.4,3814.89,769.51,0.0
2.0,1,65488.0,0,18.46,90000.0,1,21.42,0,62.0,2007,2,57,13,109317,95619,0,0,62.0,0,1009,8,8,5.0,13,0.0,0,2,8300,13,5,2,0,92.7,0,0,0,15000,36,15.04,520.28,2,0,0,0,0,13990.61,1535.77,1009.39,526.38,0.0
2.0,1,47500.0,2,32.88,90000.0,1,21.42,0,25.0,1998,2,57,27,200526,123747,0,0,34.0,0,0,5,9,8.0,27,0.0,0,4,74900,41,22,4,0,100.0,0,0,0,9800,36,9.44,313.65,1,1,1,0,0,0.0,9976.27896,9800.0,176.28,0.0
3.0,0,105000.0,0,28.8,90000.0,1,21.42,0,25.0,1991,2,23,15,455806,80576,0,1,34.0,0,0,4,7,6.0,15,0.0,0,4,37000,13,9,8,2,100.0,0,1,0,21000,36,10.91,686.62,1,1,0,0,0,18990.01,2795.89,2009.99,785.9,0.0
10.0,1,120000.0,1,15.09,90000.0,1,21.42,0,25.0,1994,0,15,10,75645,48400,0,0,34.0,0,0,1,1,19.0,10,0.0,0,4,33000,11,7,5,0,100.0,0,0,0,25000,60,9.93,530.32,1,2,0,0,0,23355.79,2637.81,1644.21,993.6,0.0
6.0,0,42000.0,0,33.99,90000.0,1,21.42,0,25.0,1999,0,22,9,143341,41618,0,0,34.0,0,0,2,4,1.0,9,0.0,0,4,16400,10,6,5,2,100.0,0,0,0,5000,36,13.59,169.9,2,2,0,1,0,4420.74,840.06,579.26,260.8,0.0
10.0,0,39000.0,2,10.98,90000.0,1,21.42,0,25.0,2001,1,30,11,133138,26262,0,0,34.0,0,0,6,4,9.0,11,0.0,0,1,10600,6,4,1,5,100.0,0,0,0,3000,36,7.96,93.96,0,0,0,0,0,2851.39,185.27,148.61,36.66,0.0
10.0,0,82000.0,0,12.03,90000.0,1,21.42,1,10.0,1980,1,51,29,291570,126367,0,0,10.0,0,0,21,2,7.0,29,0.0,0,2,5400,8,7,7,2,98.0,0,0,0,11200,60,16.01,272.43,2,0,0,0,0,10826.04,807.33,373.96,433.37,0.0
5.0,1,55000.0,1,19.16,90000.0,1,21.42,0,28.0,2004,1,25,9,90190,65268,0,0,34.0,0,1137,3,2,6.0,8,0.0,0,3,26300,9,6,3,0,96.0,0,0,0,7000,36,10.42,227.26,1,2,0,0,0,6153.03,1132.25,846.97,285.28,0.0
2.0,0,100000.0,1,20.29,90000.0,1,21.42,0,25.0,2005,0,18,11,484591,47080,0,0,34.0,0,0,2,1,17.0,11,0.0,0,7,28300,9,8,7,3,100.0,0,0,0,21000,36,9.92,676.83,1,0,0,1,0,19477.8,2018.92,1522.2,496.72,0.0
10.0,0,86000.0,1,27.41,90000.0,1,21.42,0,25.0,2002,1,20,8,330391,33323,0,0,34.0,0,0,3,1,10.0,8,0.0,0,0,3100,9,4,2,3,100.0,0,0,0,29600,36,9.93,954.14,1,1,0,0,0,26727.79,3800.23,2872.21,928.02,0.0
2.0,1,80000.0,1,15.84,125000.0,1,11.0,0,31.0,2007,4,32,22,99433,63686,0,1,76.0,0,0,2,5,6.0,22,0.0,0,3,16400,25,20,15,0,90.3,0,1,1,10000,36,17.09,356.98,3,1,2,0,0,9347.82,1061.45,652.18,409.27,0.0
10.0,0,85000.0,0,8.54,90000.0,1,21.42,0,75.0,2006,3,11,7,50233,25262,0,0,75.0,0,0,3,5,0.0,7,0.0,0,3,4400,6,4,3,0,81.8,0,0,0,6000,36,7.35,186.23,0,1,0,0,0,5396.56,738.8,603.44,135.36,0.0
